id,vehicle_id,trip_id,curr_lat,curr_lon,prev_lat,prev_lon,heading,speed,curr_timestamp
228,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:20
229,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:21
230,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:22
231,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:23
232,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:24
233,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:25
234,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:26
235,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:27
236,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:28
237,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:29
238,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:30
239,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:31
240,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:32
241,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:33
242,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:34
243,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:35
244,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:36
245,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:37
246,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:38
247,1,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:39
248,2,,12.911245,77.591652,,,85.93,0,2014-07-23 10:43:40
249,1,,12.96633,77.47056,,,222.190002,0,2014-07-23 12:59:35
250,2,,12.96633,77.47056,,,222.190002,0,2014-07-23 12:59:35
251,1,,13.003755,77.530107,,,65.389999,4.246459,2014-07-23 13:00:55
252,2,,13.003755,77.530107,,,65.389999,4.246459,2014-07-23 13:00:55
253,1,1,12.912727,77.590275,,,226.600006,0.112724,2014-07-23 13:01:55
254,2,,12.912727,77.590275,,,226.600006,0.112724,2014-07-23 13:01:55
255,1,1,12.910672,77.591755,,,82.800003,0,2014-07-23 13:02:28
256,2,,12.910672,77.591755,,,82.800003,0,2014-07-23 13:02:28
257,1,1,12.911102,77.591898,,,5.03,0,2014-07-23 13:03:03
258,2,,12.911102,77.591898,,,5.03,0,2014-07-23 13:03:03
259,1,1,12.911593,77.591968,,,11.5,1.441737,2014-07-23 13:03:37
260,2,,12.911593,77.591968,,,11.5,1.441737,2014-07-23 13:03:37
261,1,1,12.912058,77.591993,,,31.82,0,2014-07-23 13:04:11
262,2,,12.912058,77.591993,,,31.82,0,2014-07-23 13:04:11
263,1,1,12.91238,77.591718,,,267.980011,0,2014-07-23 13:04:44
264,2,,12.91238,77.591718,,,267.980011,0,2014-07-23 13:04:44
265,1,1,12.912005,77.59157,,,179.580002,0,2014-07-23 13:05:19
266,2,,12.912005,77.59157,,,179.580002,0,2014-07-23 13:05:19
267,1,1,12.91152,77.591518,,,197.960007,0,2014-07-23 13:05:51
268,2,,12.91152,77.591518,,,197.960007,0,2014-07-23 13:05:51
269,1,1,12.911265,77.591587,,,103.309998,0,2014-07-23 13:06:33
270,2,,12.911265,77.591587,,,103.309998,0,2014-07-23 13:06:33
271,1,1,12.911533,77.592132,,,110.480003,0,2014-07-23 13:17:29
272,2,,12.911533,77.592132,,,110.480003,0,2014-07-23 13:17:29
273,1,1,12.912003,77.592622,,,44.549999,3.170689,2014-07-23 13:18:02
274,2,,12.912003,77.592622,,,44.549999,3.170689,2014-07-23 13:18:02
275,1,1,12.912005,77.592902,,,63.950001,0,2014-07-23 13:18:35
276,2,,12.912005,77.592902,,,63.950001,0,2014-07-23 13:18:35
277,1,1,12.912057,77.592593,,,99.410004,0,2014-07-23 13:19:08
278,2,,12.912075,77.592678,,,62.099998,0,2014-07-23 13:19:41
279,1,1,12.912075,77.592678,,,62.099998,0,2014-07-23 13:19:41
280,2,,12.912122,77.592817,,,62.099998,0,2014-07-23 13:20:04
281,1,1,12.912122,77.592817,,,62.099998,0,2014-07-23 13:20:04
282,2,,12.908317,77.591652,,,328.100006,0,2014-07-23 14:01:28
283,1,1,12.908317,77.591652,,,328.100006,0,2014-07-23 14:01:28
284,2,,12.911077,77.591545,,,298.100006,0,2014-07-23 14:02:03
285,1,1,12.911077,77.591545,,,298.100006,0,2014-07-23 14:02:03
286,2,,12.910345,77.59172,,,90.230003,8.426517,2014-07-23 14:02:37
287,1,1,12.910345,77.59172,,,90.230003,8.426517,2014-07-23 14:02:37
288,2,,12.910223,77.594593,,,83.43,3.660704,2014-07-23 14:03:11
289,1,1,12.910223,77.594593,,,83.43,3.660704,2014-07-23 14:03:11
290,2,,12.910267,77.594922,,,97.68,0,2014-07-23 14:03:45
291,1,1,12.910267,77.594922,,,97.68,0,2014-07-23 14:03:45
292,2,,12.910278,77.594823,,,97.68,0,2014-07-23 14:04:19
293,1,1,12.910278,77.594823,,,97.68,0,2014-07-23 14:04:19
294,2,,12.9103,77.594923,,,97.68,0,2014-07-23 14:04:52
295,1,1,12.9103,77.594923,,,97.68,0,2014-07-23 14:04:52
296,2,,12.910738,77.595183,,,357.399994,6.332627,2014-07-23 14:05:27
297,1,1,12.910738,77.595183,,,357.399994,6.332627,2014-07-23 14:05:27
298,2,,12.912472,77.595132,,,355.929993,5.185826,2014-07-23 14:05:57
299,1,1,12.912472,77.595132,,,355.929993,5.185826,2014-07-23 14:05:57
300,2,,12.913737,77.595073,,,0.21,5.449879,2014-07-23 14:06:31
301,1,1,12.913737,77.595073,,,0.21,5.449879,2014-07-23 14:06:31
302,2,,12.91518,77.595022,,,358.459991,4.862581,2014-07-23 14:07:05
303,1,1,12.91518,77.595022,,,358.459991,4.862581,2014-07-23 14:07:05
304,2,,12.91608,77.595035,,,359.290009,0,2014-07-23 14:07:39
305,1,1,12.91608,77.595035,,,359.290009,0,2014-07-23 14:07:39
306,2,,12.91608,77.595035,,,359.290009,0,2014-07-23 14:08:09
307,1,1,12.91608,77.595035,,,359.290009,0,2014-07-23 14:08:09
308,2,,12.916197,77.595025,,,358.589996,2.888621,2014-07-23 14:08:39
309,1,1,12.916197,77.595025,,,358.589996,2.888621,2014-07-23 14:08:39
310,2,,12.916837,77.59368,,,270.049988,6.46697,2014-07-23 14:09:09
311,1,1,12.916837,77.59368,,,270.049988,6.46697,2014-07-23 14:09:09
312,2,,12.916848,77.592512,,,260.399994,2.809354,2014-07-23 14:09:39
313,1,1,12.916848,77.592512,,,260.399994,2.809354,2014-07-23 14:09:39
314,2,,12.916593,77.591778,,,166.240005,0,2014-07-23 14:10:13
315,1,1,12.916593,77.591778,,,166.240005,0,2014-07-23 14:10:13
316,2,,12.916593,77.591778,,,166.240005,0,2014-07-23 14:10:13
317,1,1,12.916593,77.591778,,,166.240005,0,2014-07-23 14:10:13
318,2,,12.915938,77.591665,,,175.479996,0,2014-07-23 14:10:47
319,1,1,12.915938,77.591665,,,175.479996,0,2014-07-23 14:10:47
320,2,,12.913713,77.591573,,,176.690002,3.615409,2014-07-23 14:11:21
321,1,1,12.913713,77.591573,,,176.690002,3.615409,2014-07-23 14:11:21
322,2,,12.911938,77.591522,,,181.770004,6.167916,2014-07-23 14:11:55
323,1,1,12.911938,77.591522,,,181.770004,6.167916,2014-07-23 14:11:55
324,2,,12.911163,77.591475,,,184.149994,0.698478,2014-07-23 14:12:55
325,1,1,12.911163,77.591475,,,184.149994,0.698478,2014-07-23 14:12:55
326,2,,12.988025,77.535535,,,0,0,2014-07-23 18:06:47
327,1,,12.986032,77.533082,,,199.139999,0,2014-07-23 18:08:19
328,2,,12.992107,77.560747,,,270.309998,0,2014-07-23 18:10:20
329,1,,12.992107,77.560747,,,270.309998,0,2014-07-23 18:10:20
330,2,,12.987902,77.53523,,,0,0,2014-07-23 18:11:07
331,1,,12.987902,77.53523,,,0,0,2014-07-23 18:11:07
332,2,,12.988092,77.535185,,,280.059998,0,2014-07-23 18:11:53
333,1,,12.988092,77.535185,,,280.059998,0,2014-07-23 18:11:53
334,2,,12.990793,77.531867,,,293.570007,0,2014-07-23 18:12:27
335,1,,12.990793,77.531867,,,293.570007,0,2014-07-23 18:12:27
336,2,,12.991607,77.53421,,,4.2,0,2014-07-23 18:13:09
337,1,,12.991607,77.53421,,,4.2,0,2014-07-23 18:13:09
338,2,,12.991502,77.534317,,,319.940002,0,2014-07-23 18:15:04
339,1,,12.991502,77.534317,,,319.940002,0,2014-07-23 18:15:04
340,2,,12.991223,77.534487,,,353.970001,0,2014-07-23 18:16:33
341,1,,12.991223,77.534487,,,353.970001,0,2014-07-23 18:16:33
342,2,,12.991397,77.534325,,,338.570007,0,2014-07-23 18:46:58
343,1,,12.991397,77.534325,,,338.570007,0,2014-07-23 18:46:58
344,2,,12.99153,77.534162,,,0,0,2014-07-23 18:47:35
345,1,,12.99153,77.534162,,,0,0,2014-07-23 18:47:35
346,2,,12.991715,77.534278,,,182.369995,0,2014-07-23 18:48:08
347,1,,12.991715,77.534278,,,182.369995,0,2014-07-23 18:48:08
348,2,,12.991637,77.534337,,,159.869995,0,2014-07-23 18:48:41
349,1,,12.991637,77.534337,,,159.869995,0,2014-07-23 18:48:41
350,2,,13.020778,77.515877,,,337.73999,0,2014-07-23 18:49:59
351,1,,13.020778,77.515877,,,337.73999,0,2014-07-23 18:49:59
352,2,,12.991553,77.53431,,,181.130005,0,2014-07-23 18:51:09
